Year,State,sumInsured,premiumRate,farmerShare,farmerShareValue,stateShare,stateShareValue,goiShare,goiShareValue,indemnityLevel,seasonCode,isPreviousSeasonYearInSubsidy,firstGoiSubsidy,categoryName,cropTypeCode,startDate,endDate,insuranceCompanyName
2020,MADHYA PRADESH,30000.0,7.0,1.5,450.0,2.75,825.0,2.75,825.0,80,2,False,False,Pulses,1,2020-09-01,2030-11-24 13:45:49,AGRICULTURE INSURANCE COMPANY
2020,HARYANA,32124.0,19.0,1.5,481.86,8.75,2810.85,8.75,2810.85,90,2,False,False,Pulses,1,2020-09-01,2030-11-24 13:45:49,BAJAJ ALLIANZ GENERAL INSURANCE CO. LTD
2020,ASSAM,100500.0,5.0,5.0,5025.0,0.0,0.0,0.0,0.0,90,2,False,True,Sugar and Starch Crops,2,2020-09-01,2030-11-24 13:45:49,AGRICULTURE INSURANCE COMPANY
2020,CHHATTISGARH,22000.0,15.0,1.5,330.0,6.75,1485.0,6.75,1485.0,80,2,False,True,Cereals,1,2020-09-01,2030-11-24 13:45:49,AGRICULTURE INSURANCE COMPANY
2019,Haryana,76600.0,5.0,2.0,1532.0,3.0,2298.0,0.0,0.0,90,1,False,True,Fiber Crops,2,2018-01-01,2030-11-24 13:45:49,BAJAJ ALLIANZ GENERAL INSURANCE CO. LTD
2019,Chhattisgarh,14000.0,6.0,1.5,210.0,2.25,315.0,2.25,315.0,90,2,False,True,Pulses,1,2018-01-01,2030-11-24 13:45:49,HDFC ERGO GENERAL INSURANCE CO. LTD.
2020,Chhattisgarh,32000.0,9.64,2.0,640.0,3.8200000000000007,1222.4,3.82,1222.4,80,1,False,True,Cereals,1,2020-06-16,2030-11-24 13:45:49,AGRICULTURE INSURANCE COMPANY
2019,Haryana,38300.0,25.0,2.0,766.0,11.5,4404.5,11.5,4404.5,90,1,False,True,Millets,1,2018-01-01,2030-11-24 13:45:49,BAJAJ ALLIANZ GENERAL INSURANCE CO. LTD
2020,HARYANA,42008.0,17.0,1.5,630.12,7.75,3255.62,7.75,3255.62,90,2,False,False,Oilseeds,1,2020-09-01,2030-11-24 13:45:49,BAJAJ ALLIANZ GENERAL INSURANCE CO. LTD
2021,Rajasthan,13929.0,35.0,2.0,278.58,19.0,2646.51,14.0,1950.06,80,1,True,True,Millets,1,2020-06-29,2030-11-24 13:45:49,RELIANCE GENERAL INSURANCE CO. LTD.
2019,Gujarat,42000.0,2.0,2.0,840.0,0.0,0.0,0.0,0.0,70,1,False,True,Oilseeds,1,2018-01-01,2030-11-24 13:45:49,BHARTI AXA GENERAL INSURANCE COMPANY LTD.
2020,Chhattisgarh,45000.0,7.48,2.0,900.0,2.74,1233.0,2.74,1233.0,90,1,False,True,Cereals,1,2020-06-16,2030-11-24 13:45:49,AGRICULTURE INSURANCE COMPANY
2019,Gujarat,80000.0,2.0,2.0,1600.0,0.0,0.0,0.0,0.0,70,1,False,True,Fiber Crops,2,2018-01-01,2030-11-24 13:45:49,BHARTI AXA GENERAL INSURANCE COMPANY LTD.
2018,Madhya Pradesh,20800.0,2.2,2.0,416.0,0.1,20.8,0.1,20.8,80,1,False,True,Oilseeds,1,2018-01-01,2030-11-24 13:45:49,AGRICULTURE INSURANCE COMPANY
2019,Chhattisgarh,25000.0,5.0,2.0,500.0,1.5,375.0,1.5,375.0,80,1,False,True,Oilseeds,1,2018-01-01,2030-11-24 13:45:49,AGRICULTURE INSURANCE COMPANY
2021,Rajasthan,18514.0,15.0,2.0,370.28,6.5,1203.41,6.5,1203.41,80,1,True,True,Cereals,1,2020-06-29,2030-11-24 13:45:49,RELIANCE GENERAL INSURANCE CO. LTD.
2022,HARYANA,92626.0,14.0,2.0,1852.52,6.0,5557.56,6.0,5557.56,90,1,True,True,Cereals,1,2022-04-01,2030-11-24 13:45:49,BAJAJ ALLIANZ GENERAL INSURANCE CO. LTD
2019,Goa,47500.0,2.0,2.0,950.0,0.0,0.0,0.0,0.0,80,1,False,True,Oilseeds,1,2018-01-01,2030-11-24 13:45:49,FUTURE GENERALI INDIA INSURANCE CO. LTD.
2021,Rajasthan,38940.0,11.91,2.0,778.8,4.955,1929.477,4.955,1929.477,80,1,True,True,Oilseeds,1,2020-06-29,2030-11-24 13:45:49,AGRICULTURE INSURANCE COMPANY
2021,Rajasthan,44222.0,5.0,2.0,884.44,1.5,663.33,1.5,663.33,80,1,True,True,Millets,1,2020-06-29,2030-11-24 13:45:49,AGRICULTURE INSURANCE COMPANY
2021,Rajasthan,45539.0,13.9,2.0,910.78,5.95,2709.5705,5.95,2709.5705,80,1,True,True,Oilseeds,1,2020-06-29,2030-11-24 13:45:49,RELIANCE GENERAL INSURANCE CO. LTD.
2019,Chhattisgarh,12500.0,10.0,1.5,187.5,4.25,531.25,4.25,531.25,80,2,False,True,Oilseeds,1,2018-01-01,2030-11-24 13:45:49,AGRICULTURE INSURANCE COMPANY
2022,CHHATTISGARH,33000.0,24.9,2.0,660.0,11.45,3778.5,11.45,3778.5,80,1,True,True,Pulses,1,2022-04-01,2030-11-24 13:45:49,AGRICULTURE INSURANCE COMPANY
2018,Gujarat,80000.0,3.57,3.57,2856.0,0.0,0.0,0.0,0.0,70,2,False,True,Vegetables,2,2018-01-01,2030-11-24 13:45:49,UNITED INDIA INSURANCE CO.
2021,Rajasthan,50159.0,12.0,2.0,1003.18,5.0,2507.95,5.0,2507.95,80,1,True,True,Fodder Crops,1,2020-06-29,2030-11-24 13:45:49,AGRICULTURE INSURANCE COMPANY
2021,Rajasthan,41397.0,9.0,2.0,827.94,3.5,1448.895,3.5,1448.895,80,1,True,True,Millets,1,2020-06-29,2030-11-24 13:45:49,AGRICULTURE INSURANCE COMPANY
2021,Rajasthan,31745.0,16.0,2.0,634.9,7.0,2222.15,7.0,2222.15,80,1,True,True,Oilseeds,1,2020-06-29,2030-11-24 13:45:49,AGRICULTURE INSURANCE COMPANY
2021,Rajasthan,34021.0,6.0,2.0,680.42,2.0,680.42,2.0,680.42,80,1,True,True,Cereals,1,2020-06-29,2030-11-24 13:45:49,AGRICULTURE INSURANCE COMPANY
2021,Rajasthan,27574.0,9.0,5.0,1378.7,2.0,551.48,2.0,551.48,80,1,True,True,Fiber Crops,2,2020-06-29,2030-11-24 13:45:49,BAJAJ ALLIANZ GENERAL INSURANCE CO. LTD
2021,Haryana,45406.0,11.0,1.5,681.09,4.75,2156.785,4.75,2156.785,90,2,True,True,Oilseeds,1,2021-09-02,2030-11-24 13:45:49,BAJAJ ALLIANZ GENERAL INSURANCE CO. LTD
2020,CHHATTISGARH,25000.0,10.0,1.5,375.0,4.25,1062.5,4.25,1062.5,80,2,False,True,Cereals,1,2020-09-01,2030-11-24 13:45:49,AGRICULTURE INSURANCE COMPANY
2019,Chhattisgarh,20000.0,6.0,1.5,300.0,2.25,450.0,2.25,450.0,80,2,False,True,Oilseeds,1,2018-01-01,2030-11-24 13:45:49,HDFC ERGO GENERAL INSURANCE CO. LTD.
2022,Himachal Pradesh,30000.0,14.0,1.5,450.0,6.25,1875.0,6.25,1875.0,90,2,True,False,Cereals,1,2021-09-02,2030-11-24 13:45:49,AGRICULTURE INSURANCE COMPANY
2022,Himachal Pradesh,25000.0,14.0,1.5,375.0,6.25,1562.5,6.25,1562.5,90,2,True,False,Cereals,1,2021-09-02,2030-11-24 13:45:49,AGRICULTURE INSURANCE COMPANY
2018,Madhya Pradesh,32074.0,2.0,2.0,641.48,0.0,0.0,0.0,0.0,80,1,False,True,Millets,1,2018-01-01,2030-11-24 13:45:49,AGRICULTURE INSURANCE COMPANY
2018,Madhya Pradesh,43474.0,6.0,2.0,869.48,2.0,869.48,2.0,869.48,80,1,False,True,Cereals,1,2018-01-01,2030-11-24 13:45:49,AGRICULTURE INSURANCE COMPANY
2019,Chhattisgarh,33000.0,6.0,1.5,495.0,2.25,742.5,2.25,742.5,80,2,False,True,Cereals,1,2018-01-01,2030-11-24 13:45:49,HDFC ERGO GENERAL INSURANCE CO. LTD.
2019,Gujarat,61000.0,15.0,5.0,3050.0,5.0,3050.0,5.0,3050.0,70,1,False,True,Fiber Crops,2,2018-01-01,2030-11-24 13:45:49,UNIVERSAL SOMPO GENERAL INSURANCE COMPANY
2021,Haryana,44108.0,17.0,1.5,661.62,7.75,3418.37,7.75,3418.37,90,2,True,True,Oilseeds,1,2021-09-02,2030-11-24 13:45:49,BAJAJ ALLIANZ GENERAL INSURANCE CO. LTD
2020,Madhya Pradesh,20000.0,5.0,2.0,400.0,1.5,300.0,1.5,300.0,80,1,False,True,Cereals,1,2020-07-06,2030-11-24 13:45:49,AGRICULTURE INSURANCE COMPANY
2019,Chhattisgarh,31500.0,16.0,1.5,472.5,7.25,2283.75,7.25,2283.75,90,2,False,True,Pulses,1,2018-01-01,2030-11-24 13:45:49,HDFC ERGO GENERAL INSURANCE CO. LTD.
2022,Maharashtra,42971.0,4.2,1.5,644.565,1.35,580.1085,1.35,580.1085,70,2,True,True,Oilseeds,1,2021-09-02,2030-11-24 13:45:49,UNITED INDIA INSURANCE CO.
2018,Haryana,29500.0,33.47,1.5,442.5,15.985,4715.575,15.985,4715.575,90,2,False,True,Pulses,1,2018-01-01,2030-11-24 13:45:49,UNIVERSAL SOMPO GENERAL INSURANCE COMPANY
2019,Madhya Pradesh,23277.75,10.0,1.5,349.1663,4.25,989.3044,4.25,989.3044,80,2,False,True,Cereals,1,2018-01-01,2030-11-24 13:45:49,AGRICULTURE INSURANCE COMPANY
2018,Kerala,300000.0,3.0,3.0,9000.0,0.0,0.0,0.0,0.0,90,2,False,True,Fruits,2,2018-01-01,2030-11-24 13:45:49,AGRICULTURE INSURANCE COMPANY
2020,CHHATTISGARH,18600.0,15.02,1.5,279.0,6.76,1257.36,6.76,1257.36,80,2,False,True,Oilseeds,1,2020-09-01,2030-11-24 13:45:49,AGRICULTURE INSURANCE COMPANY
2020,CHHATTISGARH,10450.0,10.37,1.5,156.75,4.435,463.4575,4.435,463.4575,80,2,False,True,Oilseeds,1,2020-09-01,2030-11-24 13:45:49,AGRICULTURE INSURANCE COMPANY
2018,Chhattisgarh,15000.0,5.0,2.0,300.0,1.5,225.0,1.5,225.0,80,1,False,True,Pulses,1,2018-01-01,2030-11-24 13:45:49,HDFC ERGO GENERAL INSURANCE CO. LTD.
2020,CHHATTISGARH,27000.0,24.9,1.5,405.0,11.7,3159.0,11.7,3159.0,90,2,False,True,Pulses,1,2020-09-01,2030-11-24 13:45:49,AGRICULTURE INSURANCE COMPANY
2020,CHHATTISGARH,16000.0,21.12,1.5,240.0,9.81,1569.6,9.81,1569.6,80,2,False,True,Cereals,1,2020-09-01,2030-11-24 13:45:49,AGRICULTURE INSURANCE COMPANY
2020,CHHATTISGARH,26000.0,11.3,1.5,390.0,4.9,1274.0,4.9,1274.0,80,2,False,True,Cereals,1,2020-09-01,2030-11-24 13:45:49,AGRICULTURE INSURANCE COMPANY
2018,Chhattisgarh,30000.0,3.0,2.0,600.0,0.5,150.0,0.5,150.0,80,1,False,True,Oilseeds,1,2018-01-01,2030-11-24 13:45:49,HDFC ERGO GENERAL INSURANCE CO. LTD.
2018,Chhattisgarh,20000.0,3.0,2.0,400.0,0.5,100.0,0.5,100.0,80,1,False,True,Millets,1,2018-01-01,2030-11-24 13:45:49,HDFC ERGO GENERAL INSURANCE CO. LTD.
2018,Gujarat,125000.0,10.0,5.0,6250.0,2.5,3125.0,2.5,3125.0,80,1,False,True,Fruits,2,2018-01-01,2030-11-24 13:45:49,UNIVERSAL SOMPO GENERAL INSURANCE COMPANY
2019,Chhattisgarh,45000.0,5.0,2.0,900.0,1.5,675.0,1.5,675.0,90,1,False,True,Cereals,1,2018-01-01,2030-11-24 13:45:49,AGRICULTURE INSURANCE COMPANY
2019,Chhattisgarh,25000.0,5.0,2.0,500.0,1.5,375.0,1.5,375.0,80,1,False,True,Pulses,1,2018-01-01,2030-11-24 13:45:49,AGRICULTURE INSURANCE COMPANY
2018,Madhya Pradesh,19200.0,1.5,1.5,288.0,0.0,0.0,0.0,0.0,80,2,False,True,Pulses,1,2018-01-01,2030-11-24 13:45:49,HDFC ERGO GENERAL INSURANCE CO. LTD.
2018,Gujarat,30000.0,3.08,2.0,600.0,0.54,162.0,0.54,162.0,70,1,False,True,Oilseeds,1,2018-01-01,2030-11-24 13:45:49,UNIVERSAL SOMPO GENERAL INSURANCE COMPANY
2018,Madhya Pradesh,27600.0,2.0,1.5,414.0,0.25,69.0,0.25,69.0,80,2,False,True,Pulses,1,2018-01-01,2030-11-24 13:45:49,HDFC ERGO GENERAL INSURANCE CO. LTD.
2018,Madhya Pradesh,30800.0,3.0,1.5,462.0,0.75,231.0,0.75,231.0,80,2,False,True,Cereals,1,2018-01-01,2030-11-24 13:45:49,HDFC ERGO GENERAL INSURANCE CO. LTD.
2018,Madhya Pradesh,23800.0,2.5,1.5,357.0,0.5,119.0,0.5,119.0,80,2,False,True,Oilseeds,1,2018-01-01,2030-11-24 13:45:49,HDFC ERGO GENERAL INSURANCE CO. LTD.
2018,Madhya Pradesh,34000.0,4.0,1.5,510.0,1.25,425.0,1.25,425.0,80,2,False,True,Pulses,1,2018-01-01,2030-11-24 13:45:49,AGRICULTURE INSURANCE COMPANY
2019,Gujarat,12000.0,20.0,1.5,180.0,9.25,1110.0,9.25,1110.0,70,2,False,True,Cereals,1,2018-01-01,2030-11-24 13:45:49,UNITED INDIA INSURANCE CO.
2019,Chhattisgarh,30000.0,5.0,2.0,600.0,1.5,450.0,1.5,450.0,80,1,False,True,Oilseeds,1,2018-01-01,2030-11-24 13:45:49,AGRICULTURE INSURANCE COMPANY
2018,Madhya Pradesh,40000.0,5.0,1.5,600.0,1.75,700.0,1.75,700.0,80,2,False,True,Cereals,1,2018-01-01,2030-11-24 13:45:49,AGRICULTURE INSURANCE COMPANY
2018,Gujarat,30000.0,3.0,2.0,600.0,0.5,150.0,0.5,150.0,80,1,False,True,Millets,1,2018-01-01,2030-11-24 13:45:49,AGRICULTURE INSURANCE COMPANY
2018,Chhattisgarh,27000.0,15.0,2.0,540.0,6.5,1755.0,6.5,1755.0,80,1,False,True,Cereals,1,2018-01-01,2030-11-24 13:45:49,HDFC ERGO GENERAL INSURANCE CO. LTD.
2018,Andhra Pradesh,30000.0,11.0,1.5,450.0,4.75,1425.0,4.75,1425.0,90,2,False,True,Pulses,1,2018-01-01,2030-11-24 13:45:49,BAJAJ ALLIANZ GENERAL INSURANCE CO. LTD
2019,Madhya Pradesh,16500.0,12.3,2.0,330.0,5.15,849.75,5.15,849.75,80,1,False,True,Millets,1,2018-01-01,2030-11-24 13:45:49,ORIENTAL INSURANCE
2022,MADHYA PRADESH,9188.0,10.0,2.0,183.76,4.0,367.52,4.0,367.52,80,1,True,True,Millets,1,2022-04-01,2030-11-24 13:45:49,AGRICULTURE INSURANCE COMPANY
2020,MADHYA PRADESH,40000.0,7.0,1.5,600.0,2.75,1100.0,2.75,1100.0,80,2,False,False,Pulses,1,2020-09-01,2030-11-24 13:45:49,AGRICULTURE INSURANCE COMPANY
2019,Madhya Pradesh,25500.0,8.5,1.5,382.5,3.5,892.5,3.5,892.5,80,2,False,True,Pulses,1,2018-01-01,2030-11-24 13:45:49,AGRICULTURE INSURANCE COMPANY
2022,MADHYA PRADESH,20500.0,3.0,2.0,410.0,0.5,102.5,0.5,102.5,80,1,True,True,Oilseeds,1,2022-04-01,2030-11-24 13:45:49,AGRICULTURE INSURANCE COMPANY
2019,Assam,131900.0,2.5,2.5,3297.5,0.0,0.0,0.0,0.0,80,2,False,True,Vegetables,2,2018-01-01,2030-11-24 13:45:49,AGRICULTURE INSURANCE COMPANY
2019,Andhra Pradesh,55000.0,4.52,2.0,1100.0,1.26,693.0,1.26,693.0,80,1,False,True,Millets,1,2018-01-01,2030-11-24 13:45:49,SBI GENERAL INSURANCE
2022,MADHYA PRADESH,25000.0,13.0,2.0,500.0,5.5,1375.0,5.5,1375.0,80,1,True,True,Pulses,1,2022-04-01,2030-11-24 13:45:49,AGRICULTURE INSURANCE COMPANY
2018,Assam,131900.0,3.0,3.0,3957.0,0.0,0.0,0.0,0.0,80,2,False,True,Vegetables,2,2018-01-01,2030-11-24 13:45:49,BAJAJ ALLIANZ GENERAL INSURANCE CO. LTD
2018,Chhattisgarh,15000.0,20.0,1.5,225.0,9.25,1387.5,9.25,1387.5,80,2,False,True,Cereals,1,2018-01-01,2030-11-24 13:45:49,BAJAJ ALLIANZ GENERAL INSURANCE CO. LTD
2022,RAJASTHAN,28934.0,17.0,2.0,578.68,7.5,2170.05,7.5,2170.05,80,1,True,True,Pulses,1,2022-04-01,2030-11-24 13:45:49,UNIVERSAL SOMPO GENERAL INSURANCE COMPANY
2021,Madhya Pradesh,25000.0,27.0,2.0,500.0,12.5,3125.0,12.5,3125.0,80,1,True,True,Pulses,1,2020-07-06,2030-11-24 13:45:49,AGRICULTURE INSURANCE COMPANY
2020,Madhya Pradesh,29400.0,25.0,2.0,588.0,11.5,3381.0,11.5,3381.0,80,1,False,True,Oilseeds,1,2020-07-06,2030-11-24 13:45:49,AGRICULTURE INSURANCE COMPANY
2022,RAJASTHAN,16026.0,21.0,2.0,320.52,9.5,1522.47,9.5,1522.47,80,1,True,True,Millets,1,2022-04-01,2030-11-24 13:45:49,UNIVERSAL SOMPO GENERAL INSURANCE COMPANY
2021,Madhya Pradesh,30000.0,8.0,2.0,600.0,3.0,900.0,3.0,900.0,80,1,True,True,Millets,1,2020-07-06,2030-11-24 13:45:49,AGRICULTURE INSURANCE COMPANY
2021,Madhya Pradesh,25000.0,15.0,2.0,500.0,6.5,1625.0,6.5,1625.0,80,1,True,True,Pulses,1,2020-07-06,2030-11-24 13:45:49,AGRICULTURE INSURANCE COMPANY
2021,Madhya Pradesh,50000.0,21.0,5.0,2500.0,8.0,4000.0,8.0,4000.0,80,1,True,True,Fiber Crops,2,2020-07-06,2030-11-24 13:45:49,AGRICULTURE INSURANCE COMPANY
2021,Madhya Pradesh,30000.0,30.0,2.0,600.0,14.0,4200.0,14.0,4200.0,80,1,True,True,Cereals,1,2020-07-06,2030-11-24 13:45:49,AGRICULTURE INSURANCE COMPANY
2021,Madhya Pradesh,35000.0,9.0,2.0,700.0,3.5,1225.0,3.5,1225.0,80,1,True,True,Pulses,1,2020-07-06,2030-11-24 13:45:49,AGRICULTURE INSURANCE COMPANY
2018,Andhra Pradesh,80000.0,5.0,1.5,1200.0,1.75,1400.0,1.75,1400.0,90,2,False,True,Cereals,1,2018-01-01,2030-11-24 13:45:49,BAJAJ ALLIANZ GENERAL INSURANCE CO. LTD
2022,ANDHRA PRADESH,40000.0,24.0,2.0,800.0,11.0,4400.0,11.0,4400.0,70,1,True,True,Millets,1,2022-04-01,2030-11-24 13:45:49,AGRICULTURE INSURANCE COMPANY
2021,Madhya Pradesh,40000.0,12.0,2.0,800.0,5.0,2000.0,5.0,2000.0,80,1,True,True,Oilseeds,1,2020-07-06,2030-11-24 13:45:49,AGRICULTURE INSURANCE COMPANY
2021,Chhattisgarh,36000.0,15.0,2.0,720.0,6.5,2340.0,6.5,2340.0,80,1,True,False,Oilseeds,1,2020-06-16,2030-11-24 13:45:49,AGRICULTURE INSURANCE COMPANY
2018,Chhattisgarh,15000.0,5.0,1.5,225.0,1.75,262.5,1.75,262.5,80,2,False,True,Oilseeds,1,2018-01-01,2030-11-24 13:45:49,BAJAJ ALLIANZ GENERAL INSURANCE CO. LTD
2019,Madhya Pradesh,35250.0,8.61,1.5,528.75,3.555,1253.1375,3.555,1253.1375,80,2,False,True,Cereals,1,2018-01-01,2030-11-24 13:45:49,NEW INDIA ASSURANCE COMPANY
2021,Chhattisgarh,38500.0,18.93,2.0,770.0,8.465,3259.025,8.465,3259.025,80,1,True,False,Cereals,1,2020-06-16,2030-11-24 13:45:49,AGRICULTURE INSURANCE COMPANY
2021,Chhattisgarh,29700.0,10.48,2.0,594.0,4.24,1259.28,4.24,1259.28,80,1,True,False,Cereals,1,2020-06-16,2030-11-24 13:45:49,AGRICULTURE INSURANCE COMPANY
2022,Himachal Pradesh,30000.0,16.35,1.5,450.0,7.425000000000002,2227.5,7.425,2227.5,90,2,True,False,Cereals,1,2021-09-02,2030-11-24 13:45:49,AGRICULTURE INSURANCE COMPANY
2022,MADHYA PRADESH,35000.0,15.0,2.0,700.0,6.5,2275.0,6.5,2275.0,80,1,True,True,Oilseeds,1,2022-04-01,2030-11-24 13:45:49,AGRICULTURE INSURANCE COMPANY
2022,HARYANA,43588.0,13.229,2.0,871.76,5.6145,2447.24826,5.6145,2447.24826,90,1,True,True,Millets,1,2022-04-01,2030-11-24 13:45:49,AGRICULTURE INSURANCE COMPANY
2022,Madhya Pradesh,38300.0,7.0,1.5,574.5,2.75,1053.25,2.75,1053.25,80,2,True,False,Pulses,1,2021-09-02,2030-11-24 13:45:49,AGRICULTURE INSURANCE COMPANY
2019,Madhya Pradesh,29400.0,10.0,1.5,441.0,4.25,1249.5,4.25,1249.5,80,2,False,True,Pulses,1,2018-01-01,2030-11-24 13:45:49,AGRICULTURE INSURANCE COMPANY
2022,Madhya Pradesh,30000.0,6.0,1.5,450.0,2.25,675.0,2.25,675.0,80,2,True,False,Pulses,1,2021-09-02,2030-11-24 13:45:49,AGRICULTURE INSURANCE COMPANY
2022,Madhya Pradesh,45850.0,5.0,1.5,687.75,1.75,802.375,1.75,802.375,80,2,True,False,Oilseeds,1,2021-09-02,2030-11-24 13:45:49,AGRICULTURE INSURANCE COMPANY
2022,Madhya Pradesh,25000.0,3.0,1.5,375.0,0.75,187.5,0.75,187.5,80,2,True,False,Oilseeds,1,2021-09-02,2030-11-24 13:45:49,AGRICULTURE INSURANCE COMPANY
2022,Madhya Pradesh,54000.0,6.0,1.5,810.0,2.25,1215.0,2.25,1215.0,80,2,True,False,Cereals,1,2021-09-02,2030-11-24 13:45:49,AGRICULTURE INSURANCE COMPANY
2021,Rajasthan,28469.0,25.0,5.0,1423.45,10.0,2846.9,10.0,2846.9,80,1,True,True,Fiber Crops,2,2020-06-29,2030-11-24 13:45:49,RELIANCE GENERAL INSURANCE CO. LTD.
2021,Odisha,36250.0,2.5,1.5,543.75,0.5,181.25,0.5,181.25,70,2,True,False,Pulses,1,2021-09-02,2030-11-24 13:45:49,AGRICULTURE INSURANCE COMPANY
2021,Odisha,34500.0,2.5,1.5,517.5,0.5,172.5,0.5,172.5,70,2,True,False,Oilseeds,1,2021-09-02,2030-11-24 13:45:49,AGRICULTURE INSURANCE COMPANY
2021,Rajasthan,102784.0,35.0,2.0,2055.68,21.5,22098.56,11.5,11820.16,80,1,True,True,Oilseeds,1,2020-06-29,2030-11-24 13:45:49,RELIANCE GENERAL INSURANCE CO. LTD.
2018,West Bengal,84400.0,3.11,0.0,0.0,3.11,2624.84,0.0,0.0,80,1,False,True,Fiber Crops,2,2018-01-01,2030-11-24 13:45:49,UNIVERSAL SOMPO GENERAL INSURANCE COMPANY
2021,Rajasthan,46212.0,15.61,2.0,924.24,6.805,3144.7266,6.805,3144.7266,80,1,True,True,Pulses,1,2020-06-29,2030-11-24 13:45:49,SBI GENERAL INSURANCE
2021,Rajasthan,30571.0,11.0,2.0,611.42,4.5,1375.695,4.5,1375.695,80,1,True,True,Millets,1,2020-06-29,2030-11-24 13:45:49,RELIANCE GENERAL INSURANCE CO. LTD.
2021,Tripura,97216.0,4.0,4.0,3888.64,0.0,0.0,0.0,0.0,90,2,True,False,Vegetables,2,2021-09-02,2030-11-24 13:45:49,HDFC ERGO GENERAL INSURANCE CO. LTD.
2021,Tripura,120767.0,3.0,3.0,3623.01,0.0,0.0,0.0,0.0,80,2,True,False,Vegetables,2,2021-09-02,2030-11-24 13:45:49,HDFC ERGO GENERAL INSURANCE CO. LTD.
2019,Chhattisgarh,18100.0,6.0,1.5,271.5,2.25,407.25,2.25,407.25,80,2,False,True,Cereals,1,2018-01-01,2030-11-24 13:45:49,HDFC ERGO GENERAL INSURANCE CO. LTD.
2021,Tripura,162602.0,5.0,5.0,8130.1,0.0,0.0,0.0,0.0,80,2,True,False,Vegetables,2,2021-09-02,2030-11-24 13:45:49,HDFC ERGO GENERAL INSURANCE CO. LTD.
2021,Haryana,44108.0,14.0,2.0,882.16,6.0,2646.48,6.0,2646.48,90,1,True,True,Millets,1,2020-07-06,2030-11-24 13:45:49,BAJAJ ALLIANZ GENERAL INSURANCE CO. LTD
2021,Haryana,41512.0,7.0,2.0,830.24,2.5,1037.8,2.5,1037.8,90,1,True,True,Millets,1,2020-07-06,2030-11-24 13:45:49,BAJAJ ALLIANZ GENERAL INSURANCE CO. LTD
2021,Chhattisgarh,19800.0,13.0,1.5,297.0,5.75,1138.5,5.75,1138.5,90,2,True,False,Pulses,1,2021-09-02,2030-11-24 13:45:49,BAJAJ ALLIANZ GENERAL INSURANCE CO. LTD
2021,Chhattisgarh,19800.0,7.0,1.5,297.0,2.75,544.5,2.75,544.5,80,2,True,False,Cereals,1,2021-09-02,2030-11-24 13:45:49,BAJAJ ALLIANZ GENERAL INSURANCE CO. LTD
2021,Chhattisgarh,27500.0,15.0,1.5,412.5,6.75,1856.25,6.75,1856.25,80,2,True,False,Cereals,1,2021-09-02,2030-11-24 13:45:49,AGRICULTURE INSURANCE COMPANY
2018,Maharashtra,45000.0,20.0,1.5,675.0,9.25,4162.5,9.25,4162.5,70,2,False,True,Cereals,1,2018-01-01,2030-11-24 13:45:49,BAJAJ ALLIANZ GENERAL INSURANCE CO. LTD
2018,Maharashtra,17500.0,18.0,1.5,262.5,8.25,1443.75,8.25,1443.75,70,2,False,True,Cereals,1,2018-01-01,2030-11-24 13:45:49,BAJAJ ALLIANZ GENERAL INSURANCE CO. LTD
2021,Chhattisgarh,18500.0,15.0,1.5,277.5,6.75,1248.75,6.75,1248.75,80,2,True,False,Oilseeds,1,2021-09-02,2030-11-24 13:45:49,AGRICULTURE INSURANCE COMPANY
2020,CHHATTISGARH,18000.0,7.56,1.5,270.0,3.03,545.4,3.03,545.4,80,2,False,True,Oilseeds,1,2020-09-01,2030-11-24 13:45:49,AGRICULTURE INSURANCE COMPANY
2019,Assam,55300.0,3.0,3.0,1659.0,0.0,0.0,0.0,0.0,80,1,False,True,Fiber Crops,2,2018-01-01,2030-11-24 13:45:49,AGRICULTURE INSURANCE COMPANY
2021,Rajasthan,6040.0,38.31,2.0,120.8,22.31,1347.524,14.0,845.6,80,1,True,True,Fodder Crops,1,2020-06-29,2030-11-24 13:45:49,HDFC ERGO GENERAL INSURANCE CO. LTD.
2021,Rajasthan,13466.0,26.74,2.0,269.32,12.37,1665.7442,12.37,1665.7442,80,1,True,True,Pulses,1,2020-06-29,2030-11-24 13:45:49,HDFC ERGO GENERAL INSURANCE CO. LTD.
2021,Rajasthan,3407.0,40.25,2.0,68.14,24.25,826.1975,14.0,476.98,80,1,True,True,Millets,1,2020-06-29,2030-11-24 13:45:49,HDFC ERGO GENERAL INSURANCE CO. LTD.
2021,Rajasthan,18671.0,13.0,2.0,373.42,5.5,1026.905,5.5,1026.905,80,1,True,True,Oilseeds,1,2020-06-29,2030-11-24 13:45:49,HDFC ERGO GENERAL INSURANCE CO. LTD.
2018,Haryana,40500.0,5.4386,1.5,607.5,1.9693,797.5665,1.9693,797.5665,90,2,False,True,Cereals,1,2018-01-01,2030-11-24 13:45:49,ORIENTAL INSURANCE
2018,Haryana,29500.0,16.505,1.5,442.5,7.5025,2213.2375,7.5025,2213.2375,90,2,False,True,Pulses,1,2018-01-01,2030-11-24 13:45:49,ORIENTAL INSURANCE
2018,Haryana,39000.0,11.1758,1.5,585.0,4.8379,1886.781,4.8379,1886.781,90,2,False,True,Oilseeds,1,2018-01-01,2030-11-24 13:45:49,ORIENTAL INSURANCE
